,Time,Agent,Strat,Payoff,Run,Coop_list
0,1,0,0.6377687406100192,0,0,"{Agent90: 3, Agent83: 6, Agent3: 1, Agent93: 0, Agent40: 2, Agent84: 2, Agent66: 2}"
1,1,1,0.603181761176121,6,0,"{Agent88: 0, Agent78: 2, Agent25: 0, Agent80: 3, Agent10: 1}"
2,1,2,0.468228632332338,6,0,"{Agent7: 2, Agent39: 1, Agent79: 1, Agent69: 1, Agent77: 1}"
3,1,3,0.4035667001171853,1,0,"{Agent40: 17, Agent92: 3, Agent6: 24, Agent67: 1, Agent97: 1, Agent52: 14, Agent42: 28, Agent47: 15, Agent1: 2, Agent89: 2, Agent9: 18, Agent58: 0, Agent70: 0, Agent19: 3, Agent68: 10, Agent50: 1, Agent8: 1, Agent16: 15, Agent55: 22, Agent93: 17, Agent84: 18, Agent65: 1, Agent26: 16, Agent25: 2, Agent64: 4, Agent71: 1, Agent91: 1, Agent69: 2, Agent49: 1, Agent14: 1, Agent90: 19, Agent72: 2, Agent43: 6, Agent29: 1, Agent7: 15, Agent51: 5, Agent5: 1, Agent45: 11, Agent87: 13, Agent30: 2, Agent82: 5, Agent23: 5, Agent96: 14, Agent77: 1, Agent11: 1, Agent48: 1, Agent61: 1, Agent53: 1}"
4,1,4,0.5045098885474434,8,0,"{Agent74: 3, Agent42: 1, Agent68: 2, Agent97: 0, Agent54: 1, Agent75: 2, Agent80: 1, Agent78: 2, Agent53: 1, Agent38: 1}"
5,1,5,0.46197365498016574,16,0,"{Agent47: 180, Agent44: 7, Agent52: 18, Agent38: 4, Agent80: 77, Agent72: 150, Agent48: 146, Agent26: 42, Agent65: 186, Agent89: 33, Agent92: 3, Agent90: 196, Agent9: 160, Agent40: 161, Agent24: 29, Agent16: 6, Agent20: 1, Agent58: 1, Agent93: 39, Agent55: 196, Agent87: 42, Agent69: 7, Agent0: 135, Agent18: 2, Agent67: 1, Agent83: 1, Agent54: 1, Agent59: 1, Agent74: 0, Agent2: 1, Agent22: 1, Agent14: 1, Agent19: 1, Agent61: 1, Agent82: 1}"
6,1,6,0.6135194356139091,8,0,"{Agent5: 48, Agent72: 695, Agent84: 113, Agent87: 718, Agent26: 761, Agent21: 1, Agent24: 45, Agent77: 1, Agent99: 14, Agent40: 802, Agent67: 5, Agent52: 161, Agent42: 875, Agent47: 776, Agent1: 726, Agent89: 730, Agent9: 798, Agent44: 23, Agent48: 38, Agent45: 161, Agent68: 149, Agent71: 224, Agent53: 115, Agent80: 684, Agent90: 864, Agent96: 682, Agent7: 669, Agent65: 526, Agent55: 416, Agent30: 13, Agent38: 69, Agent18: 3, Agent92: 173, Agent58: 2, Agent16: 28, Agent93: 587, Agent8: 1, Agent25: 12, Agent82: 11, Agent70: 1, Agent69: 86, Agent14: 56, Agent57: 57, Agent20: 12, Agent35: 55, Agent74: 46, Agent61: 9, Agent17: 4, Agent23: 38, Agent10: 1, Agent86: 3, Agent62: 1, Agent81: 1, Agent29: 6, Agent88: 2, Agent39: 2, Agent49: 1, Agent46: 1, Agent43: 44, Agent3: 6, Agent36: 9, Agent59: 33, Agent31: 33, Agent0: 32, Agent28: 33, Agent66: 5}"
7,1,7,0.42132509043157096,8,0,"{Agent47: 818, Agent25: 1, Agent8: 1, Agent38: 105, Agent9: 777, Agent39: 13, Agent1: 648, Agent74: 112, Agent42: 681, Agent77: 1, Agent16: 15, Agent72: 752, Agent36: 9, Agent26: 780, Agent96: 638, Agent81: 13, Agent24: 29, Agent93: 532, Agent55: 310, Agent40: 741, Agent89: 668, Agent90: 773, Agent80: 743, Agent18: 4, Agent87: 736, Agent49: 1, Agent57: 79, Agent29: 1, Agent65: 497, Agent21: 2, Agent48: 5, Agent52: 125, Agent30: 18, Agent45: 210, Agent44: 33, Agent5: 8, Agent61: 63, Agent92: 149, Agent69: 28, Agent53: 28, Agent84: 87, Agent14: 2, Agent68: 90, Agent99: 103, Agent20: 10, Agent58: 2, Agent71: 115, Agent88: 35, Agent82: 5, Agent23: 54, Agent46: 2, Agent34: 1, Agent33: 2, Agent15: 1, Agent78: 2, Agent43: 10, Agent17: 2, Agent85: 1, Agent50: 1, Agent28: 4, Agent59: 4, Agent0: 4, Agent31: 4, Agent3: 3, Agent86: 3}"
8,1,8,0.4906387816609423,5,0,"{Agent38: 1, Agent72: 3, Agent90: 7, Agent96: 1, Agent48: 1, Agent69: 1, Agent40: 3, Agent52: 3, Agent68: 3, Agent59: 1, Agent42: 3, Agent71: 3, Agent5: 2, Agent9: 3, Agent24: 2, Agent1: 2, Agent89: 4, Agent87: 2, Agent53: 2, Agent36: 1, Agent70: 1, Agent86: 1, Agent56: 1, Agent2: 2, Agent77: 1, Agent3: 1, Agent11: 1, Agent49: 1}"
9,1,9,0.5333528157820124,5,0,"{Agent12: 0, Agent46: 1, Agent5: 1, Agent14: 1, Agent1: 1}"
