Time,Agent,Strat,Payoff,Run,Coop_list
200,61,0.6729691374802234,868,0,"{Agent52: 209, Agent56: 342, Agent99: 229, Agent73: 46, Agent59: 382, Agent75: 310, Agent13: 212, Agent82: 226, Agent50: 22, Agent32: 333, Agent77: 316, Agent85: 11, Agent23: 216, Agent62: 18, Agent12: 2, Agent57: 147, Agent60: 159, Agent42: 75, Agent87: 86, Agent90: 31, Agent81: 118, Agent72: 1, Agent55: 79, Agent3: 0, Agent28: 17, Agent45: 17, Agent39: 2, Agent22: 0, Agent49: 26, Agent91: 16, Agent58: 4, Agent9: 1, Agent80: 1}"
200,62,0.6940317857279001,761,0,"{Agent59: 326, Agent32: 239, Agent50: 85, Agent5: 98, Agent52: 260, Agent13: 269, Agent75: 199, Agent19: 11, Agent99: 190, Agent82: 144, Agent44: 2, Agent56: 61, Agent2: 33, Agent45: 38, Agent98: 92, Agent91: 38, Agent87: 123, Agent60: 4, Agent49: 43, Agent29: 60, Agent42: 17, Agent73: 18, Agent8: 2, Agent96: 28, Agent20: 27, Agent78: 5}"
200,63,0.4772736597420951,795,0,"{Agent59: 286, Agent81: 212, Agent51: 182, Agent87: 9, Agent49: 3, Agent52: 55, Agent99: 51, Agent13: 79, Agent60: 96, Agent28: 1, Agent27: 1, Agent1: 2, Agent85: 1, Agent72: 2, Agent11: 1, Agent66: 2, Agent25: 1, Agent5: 2, Agent84: 2, Agent70: 2}"
200,64,0.5365562573484177,750,0,"{Agent49: 46, Agent98: 0, Agent38: 10, Agent99: 3, Agent50: 7, Agent26: 1, Agent14: 1, Agent73: 1}"
200,65,0.7007878373724084,742,0,"{Agent73: 5, Agent56: 8, Agent77: 15, Agent59: 39, Agent50: 2, Agent44: 1, Agent87: 18, Agent14: 3, Agent45: 3, Agent40: -10, Agent31: 7, Agent70: 1, Agent49: 5, Agent42: 4, Agent30: 4, Agent82: 16, Agent24: 16, Agent23: 17, Agent81: 11, Agent55: 2, Agent63: 16, Agent53: 15, Agent51: 16, Agent86: 8, Agent41: 1}"
200,66,0.6509906452008428,786,0,"{Agent19: 3, Agent41: 0, Agent99: 2, Agent40: 1, Agent62: 8, Agent98: 11, Agent87: 8, Agent96: 1, Agent29: 4, Agent64: 1, Agent20: 1}"
200,67,0.5077188457137012,827,0,"{Agent87: 108, Agent39: 1, Agent42: 68, Agent30: 67, Agent12: 24, Agent82: 11, Agent56: 46, Agent77: 65, Agent59: 37, Agent32: 16, Agent23: 14, Agent61: 27, Agent75: 16, Agent6: 11, Agent9: 14, Agent65: 4, Agent57: 11, Agent60: 11, Agent20: 1, Agent47: 4, Agent24: 4, Agent50: 3, Agent13: 2, Agent28: 2, Agent45: 2, Agent49: 1, Agent91: 1}"
200,68,0.39263024290212545,706,0,"{Agent87: 13, Agent46: 6, Agent63: 3, Agent70: 1}"
200,69,0.3776053685410195,869,0,"{Agent59: 18, Agent49: 4, Agent54: 7, Agent98: 1, Agent95: 1, Agent38: 1, Agent51: 1}"
200,70,0.5366530061063057,730,0,"{Agent84: 200, Agent72: 0, Agent51: 7, Agent5: 218, Agent52: 184, Agent49: 31, Agent85: 49, Agent29: 68, Agent28: 1, Agent59: 180, Agent13: 203, Agent60: 154, Agent99: 173, Agent14: 15, Agent7: 79, Agent77: 49, Agent80: 3, Agent0: 50, Agent46: 45, Agent81: 15, Agent87: 29, Agent16: 28, Agent67: 1, Agent69: 7, Agent3: 1, Agent6: 1}"
200,71,0.5278924084545998,733,0,"{Agent73: 130, Agent3: 73, Agent96: 3, Agent52: 131, Agent92: 68, Agent13: 127, Agent79: 15, Agent51: 1, Agent49: 27, Agent29: 23, Agent99: 5, Agent84: 1, Agent19: 1, Agent59: 12, Agent26: 14, Agent87: 11, Agent32: 3, Agent38: 1, Agent63: 1, Agent33: 6, Agent40: 6, Agent94: 6, Agent15: 1, Agent12: 1}"
200,72,0.3551365252847789,907,0,"{Agent87: 48, Agent51: 16, Agent21: 1, Agent59: 1, Agent49: 1, Agent13: 32, Agent96: 1, Agent0: 1, Agent89: 1, Agent85: 0, Agent48: 1, Agent71: 2, Agent36: 2, Agent43: 1, Agent10: 23, Agent44: 2, Agent77: 1, Agent56: 1, Agent1: 15}"
200,73,0.5626637555958516,1515,0,"{Agent59: 3030, Agent13: 4064, Agent52: 3889, Agent56: 2666, Agent99: 2408, Agent87: 252, Agent3: 204, Agent49: 212, Agent92: 142, Agent60: 80, Agent45: 176, Agent81: 92, Agent76: 1, Agent63: 16, Agent95: 0, Agent27: 1, Agent88: 1, Agent26: 50, Agent79: 49, Agent29: 83, Agent30: 1, Agent96: 36, Agent20: 35, Agent50: -6, Agent98: 3, Agent33: 12, Agent38: 1, Agent40: 12, Agent94: 16, Agent10: 1, Agent5: 6, Agent51: 10}"
200,74,0.35319560773469827,639,0,"{Agent76: 1, Agent83: 0, Agent38: 4, Agent64: 0, Agent49: 3, Agent99: 1}"
200,75,0.5820229328881255,1246,0,"{Agent59: 1692, Agent56: 1245, Agent52: 1211, Agent73: 618, Agent99: 912, Agent13: 1358, Agent82: 906, Agent32: 1313, Agent81: 241, Agent90: 238, Agent50: 312, Agent2: 236, Agent5: 124, Agent60: 283, Agent42: 61, Agent87: 226, Agent45: 149, Agent49: 139, Agent38: 1, Agent84: 1, Agent51: 10, Agent63: 24, Agent64: 1, Agent79: 6, Agent34: 2, Agent98: 8, Agent3: 2}"
200,76,0.682552320214188,825,0,"{Agent33: 0, Agent77: 2, Agent32: 6, Agent23: 3, Agent57: 8, Agent38: 1, Agent72: 2, Agent99: 0}"
200,77,0.591531966548127,1064,0,"{Agent52: 671, Agent13: 705, Agent73: 514, Agent44: 2, Agent50: 41, Agent99: 415, Agent90: 284, Agent2: 35, Agent56: 790, Agent75: 772, Agent82: 507, Agent59: 878, Agent32: 621, Agent39: 15, Agent62: 24, Agent51: 71, Agent14: 66, Agent85: 24, Agent23: 331, Agent87: 167, Agent12: 2, Agent57: 190, Agent60: 214, Agent42: 95, Agent3: 2, Agent31: 22, Agent81: 190, Agent64: 1, Agent21: 2, Agent55: 104, Agent63: 40, Agent53: 37, Agent45: 23, Agent80: 18, Agent49: 21, Agent91: 21, Agent9: 2, Agent94: 2, Agent22: 2, Agent83: 1, Agent24: 4, Agent47: 8, Agent76: 1, Agent26: 1}"
200,78,0.4693699271066493,663,0,"{Agent13: 22, Agent4: 1, Agent84: 1, Agent89: 1, Agent58: 2, Agent8: 2, Agent29: 25, Agent57: 2, Agent0: 2, Agent53: 0, Agent50: 9, Agent5: 9, Agent96: 4, Agent87: 4, Agent3: 4, Agent49: 4, Agent20: 4, Agent47: 4, Agent40: 2}"
200,79,0.4307806892157383,906,0,"{Agent99: 243, Agent94: 156, Agent6: 72, Agent13: 172, Agent87: 103, Agent3: 263, Agent49: 283, Agent29: 168, Agent21: 1, Agent27: 1, Agent52: 99, Agent59: 187, Agent45: 40, Agent66: 0, Agent92: 24, Agent82: 1, Agent96: 24, Agent20: 23, Agent84: 21, Agent7: 1, Agent64: 1, Agent63: 1, Agent62: 2, Agent5: 14, Agent67: 2, Agent8: 1, Agent38: 5, Agent23: 1, Agent97: 1, Agent28: 2, Agent24: 1, Agent76: 1}"
200,80,0.5827914869730271,940,0,"{Agent94: 2, Agent1: 29, Agent47: 35, Agent8: 1, Agent43: 2, Agent48: 22, Agent82: 2, Agent60: 1, Agent11: 1, Agent79: 5, Agent26: 5, Agent50: 5, Agent83: 1, Agent49: 2, Agent3: 2, Agent76: 1}"
200,81,0.41248375048271124,869,0,"{Agent59: 770, Agent87: 193, Agent96: 2, Agent13: 434, Agent52: 557, Agent99: 375, Agent51: 218, Agent5: 191, Agent49: 136, Agent90: 106, Agent18: 19, Agent53: 2, Agent48: 1, Agent88: 1, Agent0: 18, Agent42: 33, Agent74: 14, Agent80: 7, Agent89: 81, Agent56: 94, Agent30: 44, Agent50: 25, Agent31: 13, Agent24: 16, Agent11: 55, Agent21: 16, Agent54: 2, Agent9: -1, Agent25: 3, Agent79: 13, Agent94: 2, Agent47: 4, Agent10: 9, Agent39: 1}"
200,82,0.5162399699792217,1343,0,"{Agent99: 976, Agent73: 1117, Agent13: 1755, Agent52: 1655, Agent59: 2059, Agent56: 1234, Agent44: 48, Agent90: 73, Agent60: 337, Agent51: 259, Agent5: 93, Agent70: 7, Agent81: 484, Agent63: 219, Agent92: 109, Agent87: 251, Agent71: 109, Agent3: 133, Agent45: 190, Agent49: 229, Agent0: 10, Agent58: 1, Agent25: 3, Agent47: 32, Agent31: 1, Agent62: 1, Agent26: 13, Agent7: 2, Agent79: 11, Agent29: 36, Agent84: 11, Agent27: 1, Agent39: 6, Agent96: 5, Agent20: 5, Agent98: 1, Agent57: 1, Agent94: 1}"
200,83,0.36369767599120073,916,0,"{Agent3: 11, Agent59: 1, Agent92: 3, Agent12: 2, Agent85: 1, Agent56: 1, Agent73: 1, Agent81: 1}"
200,84,0.7416967583941314,814,0,"{Agent5: 991, Agent59: 856, Agent52: 550, Agent13: 820, Agent99: 688, Agent81: 76, Agent77: 69, Agent21: 26, Agent89: 37, Agent74: 80, Agent42: 173, Agent50: 145, Agent38: 4, Agent6: 0, Agent0: 118, Agent49: 390, Agent51: 18, Agent16: 352, Agent87: 198, Agent82: 32, Agent24: 3, Agent28: 359, Agent73: 46, Agent56: 146, Agent96: 13, Agent67: 4, Agent64: 85, Agent55: 94, Agent90: 96, Agent75: 1, Agent91: 59, Agent58: 0, Agent30: 5, Agent80: 60, Agent2: 5, Agent45: 10, Agent18: 61, Agent94: 61, Agent10: 11, Agent70: 6, Agent85: 7, Agent98: 4, Agent41: 4, Agent97: 3, Agent92: 0, Agent93: 2, Agent14: 1, Agent54: 1, Agent46: 1}"
200,85,0.47534018482364954,936,0,"{Agent59: 112, Agent13: 145, Agent52: 129, Agent73: 5, Agent82: 70, Agent75: 53, Agent56: 20, Agent62: 67, Agent32: 100, Agent50: 39, Agent5: 46, Agent99: 65, Agent8: 10, Agent91: 7, Agent21: 1, Agent45: 1, Agent72: 1, Agent2: 9, Agent68: 2, Agent3: 4, Agent36: 1, Agent79: 1, Agent49: 6, Agent17: 1, Agent29: 16, Agent96: 7, Agent98: 6, Agent87: 6, Agent20: 6, Agent86: 1, Agent78: 1}"
200,86,0.5258629944432452,814,0,"{Agent14: 2, Agent82: 8, Agent59: 6, Agent81: 7, Agent63: 11, Agent53: 10, Agent51: 10, Agent41: 1, Agent5: 1, Agent84: 1, Agent73: 2}"
200,87,0.6894630784936665,1391,0,"{Agent59: 2375, Agent13: 2704, Agent49: 2578, Agent96: 215, Agent5: 1948, Agent82: 530, Agent42: 1329, Agent18: 568, Agent97: 376, Agent31: 230, Agent79: 936, Agent26: 127, Agent8: 559, Agent54: 6, Agent61: 156, Agent81: 307, Agent73: 12, Agent3: 276, Agent46: 429, Agent56: 288, Agent32: 1, Agent41: 46, Agent33: -5, Agent35: 269, Agent40: 19, Agent48: 2, Agent92: 14, Agent21: 126, Agent52: 13, Agent44: 3, Agent2: 1, Agent76: 76, Agent16: 77, Agent39: 8, Agent84: 26, Agent1: 6, Agent37: 1, Agent6: 16, Agent7: 19, Agent34: 1, Agent15: 7, Agent45: 5, Agent60: 5, Agent83: 1, Agent95: 4}"
200,88,0.6948156649661756,729,0,{Agent98: 8}
200,89,0.4065687373793187,958,0,"{Agent32: 151, Agent39: 42, Agent0: 2, Agent9: 17, Agent75: 159, Agent52: 40, Agent59: 253, Agent99: 40, Agent13: 44, Agent77: 101, Agent62: 6, Agent12: 6, Agent5: 3, Agent2: 6, Agent56: 114, Agent37: 4, Agent28: 1, Agent11: 1, Agent82: 205, Agent24: 189, Agent23: 190, Agent81: 163, Agent55: 89, Agent50: 7, Agent60: 91, Agent30: 79, Agent57: 84, Agent61: 73, Agent63: 53, Agent45: 3, Agent92: 1, Agent53: 41, Agent27: 1, Agent51: 41, Agent65: 16, Agent86: 7, Agent14: 7, Agent87: 12, Agent31: 1, Agent73: 7, Agent42: 5}"
200,90,0.3676717014371528,951,0,"{Agent73: 328, Agent13: 298, Agent59: 190, Agent52: 265, Agent56: 147, Agent99: 132, Agent70: 4, Agent45: 1, Agent51: 1, Agent87: 14, Agent81: 3, Agent60: 13, Agent94: 1, Agent27: 1, Agent49: 0, Agent6: 1, Agent15: 1, Agent10: 24, Agent37: 2, Agent16: 3, Agent88: 1, Agent0: 5, Agent46: 5, Agent26: 1, Agent64: 1, Agent20: 1, Agent69: 1}"
200,91,0.5389672270996699,802,0,"{Agent45: 178, Agent52: 284, Agent71: 74, Agent87: 165, Agent49: 165, Agent50: 170, Agent13: 299, Agent3: 82, Agent73: 170, Agent92: 80, Agent82: 232, Agent56: 149, Agent59: 161, Agent32: 147, Agent99: 37, Agent2: 45, Agent75: 147, Agent42: 35, Agent21: 1, Agent20: 0, Agent96: 1, Agent98: 8, Agent62: 1}"
200,92,0.5366055586264286,842,0,"{Agent52: 155, Agent60: 3, Agent13: 164, Agent59: 30, Agent81: 0, Agent51: 0, Agent84: 1, Agent45: 1, Agent49: 39, Agent29: 33, Agent0: 2, Agent87: 22, Agent20: 6, Agent99: 14, Agent54: 2, Agent67: 2}"
200,93,0.44919036781398153,706,0,"{Agent59: 0, Agent56: 0, Agent32: 15, Agent23: 1, Agent28: 3, Agent2: 5, Agent15: 3, Agent52: 2, Agent91: 1, Agent71: 2, Agent35: 1, Agent76: 2, Agent77: 2, Agent57: 1, Agent18: 1, Agent95: 1, Agent5: 2}"
200,94,0.3692537202738895,1208,0,"{Agent82: 7, Agent17: 0, Agent97: 1, Agent95: 2}"
200,95,0.6667764871789825,1472,0,"{Agent82: 752, Agent52: 3132, Agent73: 2147, Agent56: 2100, Agent99: 2023, Agent13: 3237, Agent59: 2684, Agent61: 195, Agent77: 222, Agent50: 164, Agent85: 107, Agent12: 109, Agent60: 95, Agent44: 7, Agent51: 2, Agent0: 3, Agent75: 422, Agent32: 410, Agent62: 186, Agent90: 38, Agent2: 74, Agent5: 64, Agent9: 67, Agent37: 65, Agent28: 61, Agent24: 115, Agent89: 86, Agent39: 21, Agent46: 10, Agent23: 129, Agent81: 72, Agent30: 119, Agent55: 46, Agent57: 90, Agent49: 5, Agent68: -1, Agent42: 11, Agent87: 25, Agent67: 13, Agent45: 5, Agent91: 3, Agent47: 3, Agent17: 5, Agent48: 1}"
200,96,0.5076997277436388,1466,0,"{Agent49: 402, Agent59: 521, Agent13: 624, Agent5: 270, Agent97: 226, Agent41: 214, Agent84: 284, Agent52: 52, Agent45: 156, Agent56: 29, Agent37: 4, Agent73: 147, Agent85: 175, Agent86: 218, Agent36: 1, Agent75: 29, Agent33: 71, Agent68: 78, Agent55: 79, Agent27: 81, Agent29: 1, Agent72: 6, Agent87: 12, Agent42: 11, Agent16: 10, Agent38: 9, Agent8: 2, Agent6: 1}"
200,97,0.7092774106132066,781,0,"{Agent3: 23, Agent54: 5, Agent92: 0, Agent45: 1, Agent49: 3, Agent29: 2, Agent38: 1, Agent47: 1}"
200,98,0.6195780640082529,807,0,"{Agent99: 18, Agent69: 5, Agent27: 2, Agent60: 5, Agent96: 58, Agent29: 90, Agent87: 125, Agent20: 56, Agent8: 2, Agent94: 3, Agent4: 1, Agent49: 31, Agent42: 13, Agent73: 13, Agent56: 13, Agent59: 13, Agent32: 13, Agent13: 15, Agent45: 12, Agent50: 13, Agent82: 13, Agent52: 13, Agent86: 1, Agent9: 3, Agent89: 1, Agent79: 7, Agent83: 7, Agent3: 7, Agent47: 6, Agent78: 3, Agent26: 1}"
200,99,0.49457768078766673,1408,0,"{Agent13: 5894, Agent59: 5988, Agent5: 2259, Agent87: 1622, Agent49: 2120, Agent51: 347, Agent96: 108, Agent89: 33, Agent24: 486, Agent42: 552, Agent2: 2, Agent82: 482, Agent97: 271, Agent18: 266, Agent85: 19, Agent41: 115, Agent10: 433, Agent98: 178, Agent32: 15, Agent79: 13, Agent34: 14, Agent61: 61, Agent8: 1, Agent14: 1, Agent70: 2, Agent38: 11, Agent68: 7, Agent93: 1, Agent12: 2, Agent65: 6, Agent6: 4}"
250,0,0.703698066499921,960,0,"{Agent13: 693, Agent87: 507, Agent49: 603, Agent99: 498, Agent52: 614, Agent82: 241, Agent5: 797, Agent59: 603, Agent62: -1, Agent42: 317, Agent18: 79, Agent10: 247, Agent32: 101, Agent24: 270, Agent97: 72, Agent94: 1, Agent98: 73, Agent85: 71, Agent89: 11, Agent40: 18, Agent51: 113, Agent36: 34, Agent74: 7, Agent64: 9, Agent45: 52, Agent41: 9, Agent9: 5, Agent78: 5, Agent8: 4, Agent61: 29, Agent25: 3, Agent79: 4, Agent46: 2, Agent22: 0, Agent30: 9, Agent68: 3, Agent71: 0, Agent31: 1, Agent90: 1}"
250,1,0.35682664666035907,1714,0,"{Agent73: 73, Agent6: 3, Agent50: 14, Agent28: 47, Agent56: 16, Agent99: 86, Agent58: 6, Agent59: 85, Agent13: 43, Agent77: 11, Agent84: 58, Agent5: 75, Agent52: 63, Agent60: 24, Agent35: 9, Agent49: 24, Agent16: 26, Agent12: 8, Agent94: 1, Agent30: 13, Agent45: 10, Agent78: 1}"
250,2,0.3265165667898706,1370,0,"{Agent13: 25, Agent59: 15, Agent5: 19, Agent31: 2, Agent73: 1, Agent49: 1, Agent0: 2, Agent48: 1, Agent19: 1, Agent32: 1, Agent18: 1, Agent72: 1, Agent99: 2, Agent38: 1, Agent74: 1, Agent65: 1, Agent81: 1}"
250,3,0.56689580290791,1062,0,"{Agent51: 1, Agent92: 85, Agent13: 604, Agent52: 454, Agent45: 113, Agent87: 290, Agent49: 688, Agent81: 12, Agent5: 52, Agent29: 501, Agent21: 48, Agent96: 135, Agent20: 116, Agent59: 615, Agent72: 0, Agent6: 55, Agent99: 398, Agent60: 28, Agent9: 59, Agent50: 4, Agent16: 45, Agent22: 1, Agent84: 31, Agent73: 25, Agent41: 14, Agent70: 5, Agent28: 9, Agent76: 15, Agent7: 24, Agent1: 15, Agent56: 6, Agent15: 5, Agent31: 1, Agent46: 1}"
250,4,0.3452720731148939,1019,0,"{Agent41: -2, Agent21: 1, Agent87: 20, Agent49: 2, Agent13: 117, Agent29: 3, Agent73: 1, Agent43: 7, Agent20: 2, Agent68: 6, Agent5: 1, Agent72: 5, Agent60: 2, Agent51: 7, Agent90: 1}"
250,5,0.7301849214665614,1285,0,"{Agent59: 8543, Agent13: 8058, Agent75: 2412, Agent86: 2996, Agent85: 1608, Agent65: 832, Agent18: 894, Agent47: 501, Agent84: 30, Agent94: 254, Agent44: 14, Agent55: 420, Agent45: 301, Agent90: 170, Agent6: 70, Agent31: 344, Agent87: 3, Agent73: 4, Agent67: 70, Agent80: 127, Agent81: 2, Agent68: 345, Agent74: 36, Agent39: 63, Agent97: 273, Agent56: 330, Agent25: 18, Agent70: 109, Agent72: 192, Agent51: 260, Agent40: 67, Agent64: 77, Agent92: 2, Agent7: 3, Agent23: 27, Agent48: 1, Agent43: 2, Agent41: 4, Agent36: -1, Agent62: 10, Agent82: 2, Agent20: 11, Agent19: 2, Agent54: 4, Agent50: 3, Agent10: 2, Agent34: 1}"
250,6,0.5122831852067323,1016,0,"{Agent99: 64, Agent49: 68, Agent19: 1, Agent59: 13, Agent13: 14, Agent64: 0, Agent87: 4, Agent52: 6, Agent28: 2, Agent55: 2, Agent32: 1, Agent42: 1, Agent44: -4, Agent93: 1, Agent10: 1}"
250,7,0.5491303759086843,968,0,"{Agent13: 427, Agent49: 215, Agent77: 52, Agent81: 25, Agent84: 323, Agent80: 16, Agent5: 385, Agent59: 418, Agent52: 310, Agent99: 387, Agent60: 216, Agent2: 2, Agent55: 41, Agent1: 89, Agent73: 98, Agent74: 16, Agent65: -2, Agent26: 2, Agent18: 25, Agent42: 50, Agent87: 82, Agent16: 206, Agent15: 105, Agent0: 62, Agent28: 203, Agent51: 9, Agent70: 6, Agent56: 87, Agent64: 38, Agent90: 39, Agent50: 68, Agent21: 1, Agent69: 35, Agent34: 21, Agent82: 13, Agent75: 1, Agent62: 0, Agent94: 13, Agent10: 1, Agent8: 2, Agent91: 9}"
250,8,0.610744767242047,858,0,"{Agent87: 0, Agent29: 9, Agent53: 0, Agent5: 14, Agent41: 1, Agent40: 3, Agent33: 1, Agent84: 1, Agent69: 1, Agent81: 1, Agent13: 6, Agent4: 5, Agent97: 1, Agent34: 1}"
250,9,0.576914024454952,1148,0,"{Agent45: 0, Agent58: 2, Agent0: 1, Agent20: 11, Agent33: 3, Agent92: 5}"
250,10,0.686005175763986,901,0,"{Agent19: -1, Agent59: 0, Agent13: 27, Agent0: 23, Agent46: 35, Agent49: 16, Agent16: 33, Agent87: 46, Agent88: 2, Agent29: 34, Agent5: 12, Agent8: 4, Agent96: 1, Agent83: 1, Agent6: 1, Agent24: 2, Agent51: 1, Agent25: 2, Agent91: 2, Agent52: 2}"
250,11,0.40909851854569845,907,0,"{Agent84: 10, Agent5: 6, Agent59: 2, Agent25: 1, Agent46: 3, Agent34: 1, Agent48: 1}"
250,12,0.34572523916874526,1045,0,"{Agent40: 76, Agent94: 56, Agent33: 72, Agent47: 74, Agent26: 54, Agent20: 5, Agent79: 48, Agent49: 54, Agent3: 53, Agent29: 13, Agent59: 15, Agent13: 11, Agent71: 2, Agent83: 17, Agent99: 9, Agent6: 3, Agent97: 3, Agent22: 3, Agent92: 1, Agent73: 1, Agent52: 1, Agent87: 1}"
250,13,0.7117787538164667,2585,0,"{Agent59: 34079, Agent31: 1716, Agent98: 564, Agent85: 445, Agent38: 6, Agent56: 58, Agent82: 96, Agent80: 7, Agent42: 178, Agent90: 21, Agent7: 2, Agent48: 202, Agent97: 203, Agent58: 241, Agent15: 211, Agent91: 34, Agent29: 181, Agent55: 148, Agent22: 27, Agent28: 117, Agent75: 97, Agent16: -4, Agent12: 1, Agent67: 39, Agent50: 39, Agent33: 24, Agent52: 21, Agent74: 18, Agent51: 55, Agent63: 1, Agent77: 15, Agent99: 37, Agent14: 15, Agent36: 9, Agent43: 11, Agent4: 9, Agent24: 4, Agent35: 1, Agent18: 1, Agent70: 1, Agent62: 1}"
250,14,0.5209432858324228,1118,0,"{Agent15: 5, Agent51: 2, Agent9: 2, Agent5: 2, Agent6: 1, Agent35: 2, Agent20: 3, Agent61: 0, Agent32: 1}"
250,15,0.5777871773438635,935,0,"{Agent49: 128, Agent87: 3, Agent77: 0, Agent89: 1, Agent22: 3, Agent28: 159, Agent42: 13, Agent67: 6, Agent75: 1, Agent16: 128, Agent5: 175, Agent50: 117, Agent13: 137, Agent51: 2, Agent64: 60, Agent55: 61, Agent90: 62, Agent73: 27, Agent84: 126, Agent59: 135, Agent99: 70, Agent56: 56, Agent1: 20, Agent10: 2, Agent52: 35, Agent34: 13, Agent82: 13, Agent60: 29, Agent0: 13, Agent98: 19, Agent18: 1, Agent21: 1, Agent94: 2, Agent35: 10, Agent85: 2, Agent14: 1, Agent81: 1}"
250,16,0.5410601293085346,1020,0,"{Agent87: 619, Agent99: 781, Agent49: 909, Agent0: 398, Agent52: 736, Agent13: 970, Agent5: 1343, Agent82: 251, Agent59: 804, Agent96: 47, Agent89: 17, Agent42: 154, Agent75: 10, Agent56: 522, Agent97: 81, Agent28: 771, Agent50: 205, Agent88: 7, Agent55: 149, Agent90: 157, Agent81: 57, Agent98: 1, Agent85: 87, Agent2: 12, Agent74: 75, Agent80: 54, Agent21: 95, Agent18: 54, Agent4: 2, Agent41: 50, Agent61: 1, Agent54: 73, Agent11: 2, Agent24: 49, Agent95: 6, Agent53: 28, Agent3: 2, Agent10: 34, Agent70: 15, Agent12: 9, Agent34: 12, Agent51: 1}"
250,17,0.4207087915819117,1002,0,"{Agent28: 11, Agent64: 2, Agent74: 1, Agent55: 1, Agent23: 2, Agent90: 5, Agent61: 0, Agent13: 1, Agent77: 0, Agent50: 1, Agent41: 2, Agent63: 0, Agent3: 0}"
250,18,0.43465897328133896,1341,0,"{Agent40: 4, Agent37: 2, Agent91: 1, Agent16: 4, Agent78: 1, Agent36: 3}"
250,19,0.3907851383550789,1255,0,"{Agent65: 2, Agent62: 2, Agent24: 59, Agent5: 5, Agent87: 1, Agent41: 6, Agent34: 1, Agent99: 1, Agent56: 1, Agent21: 20, Agent13: 1, Agent10: 9, Agent97: 1, Agent0: 0, Agent61: 13, Agent71: 7, Agent52: 6, Agent48: 12, Agent37: 6, Agent1: 6, Agent51: 6, Agent49: 5, Agent6: 1}"
250,20,0.4102090834525775,1091,0,"{Agent96: 144, Agent29: 146, Agent87: 201, Agent49: 176, Agent5: 31, Agent13: 138, Agent99: 95, Agent59: 127, Agent52: 121, Agent45: 35, Agent64: 1, Agent56: 2, Agent16: 24, Agent15: 10, Agent51: 2, Agent9: 9, Agent73: 3, Agent84: 8, Agent28: 4, Agent36: 4, Agent7: 4, Agent11: 4, Agent71: 3, Agent60: 2, Agent69: 1}"
250,21,0.628515612682127,990,0,"{Agent49: 283, Agent59: 196, Agent13: 281, Agent99: 68, Agent0: 48, Agent87: 84, Agent51: 174, Agent18: 74, Agent24: 286, Agent31: 13, Agent52: 275, Agent85: 74, Agent2: 2, Agent5: 256, Agent96: 36, Agent10: 226, Agent97: 59, Agent82: 26, Agent29: 69, Agent34: 24, Agent70: 13, Agent61: 171, Agent37: 78, Agent42: 118, Agent98: 64, Agent17: 1, Agent80: 8, Agent41: 15, Agent40: 1, Agent32: 18, Agent78: 15, Agent55: 23, Agent6: 66, Agent76: 18, Agent9: 9, Agent8: 16, Agent25: 2, Agent89: 15, Agent79: 15, Agent46: 1, Agent90: -2, Agent66: 1, Agent45: 8, Agent73: 4, Agent3: 1, Agent56: 1}"
250,22,0.36098487772528887,921,0,"{Agent97: 56, Agent6: 48, Agent63: 0, Agent79: 60, Agent26: 50, Agent99: 40, Agent3: 32, Agent49: 39, Agent23: 2, Agent2: 1, Agent33: 10, Agent40: 10, Agent82: 4, Agent94: 6, Agent59: 6, Agent29: 5, Agent86: 2, Agent13: 3}"
250,23,0.401673154877186,1065,0,"{Agent82: 6, Agent0: 29, Agent5: 38, Agent16: 31, Agent56: 2, Agent97: 1, Agent19: 1, Agent90: 1, Agent31: 8, Agent12: 2, Agent66: 1, Agent21: 6, Agent28: 1, Agent26: 1}"
250,24,0.3604108347201321,1212,0,"{Agent84: 8, Agent7: 1, Agent26: 1, Agent99: 1, Agent79: 3, Agent46: 1, Agent62: 3, Agent13: 1, Agent59: 1}"
250,25,0.4981224044289106,904,0,"{Agent49: 161, Agent0: 43, Agent13: 38, Agent60: 4, Agent16: 72, Agent52: 142, Agent87: 136, Agent22: 6, Agent82: 1, Agent74: 3, Agent5: 29, Agent91: 33, Agent99: 12, Agent65: 1, Agent84: 15, Agent59: 6, Agent69: 4, Agent14: 2, Agent21: 6, Agent85: 3, Agent80: 4, Agent94: 4, Agent34: 2, Agent28: 2, Agent42: 2, Agent18: 2}"
250,26,0.504236050423444,895,0,"{Agent81: 0, Agent79: 319, Agent99: 207, Agent94: 143, Agent49: 268, Agent3: 246, Agent29: 148, Agent51: 1, Agent21: 3, Agent52: 84, Agent56: 34, Agent13: 151, Agent59: 169, Agent45: 37, Agent87: 85, Agent97: 83, Agent6: 63, Agent92: 23, Agent1: -1, Agent96: 18, Agent20: 18, Agent76: 18, Agent66: 1, Agent7: 14}"
250,27,0.3998496149519276,1444,0,"{Agent49: 15, Agent60: 12, Agent52: 7, Agent99: 1, Agent59: 4, Agent84: 1, Agent74: 1, Agent0: 3, Agent4: 4, Agent31: 1, Agent44: 2, Agent36: 2}"
