Time,Agent,Strat,Payoff,Run
1,0,0.6377687406100192,9,0
1,1,0.603181761176121,8,0
1,2,0.5754408903641408,1,0
1,3,0.4035667001171853,5,0
1,4,0.5045098885474434,11,0
1,5,0.41881813665303635,4,0
1,6,0.26205793406604494,0,0
1,7,0.3708525418310317,1,0
1,8,0.4906387816609423,1,0
1,9,0.5333528157820124,1,0
1,10,0.6632451540781341,5,0
1,11,0.5018747423269561,6,0
1,12,0.4127351377598815,24,0
1,13,0.6023216816628896,3,0
1,14,0.5473475986701326,6,0
1,15,0.5308723544537078,11,0
1,16,0.339172653631574,0,0
1,17,0.4538464638376853,6,0
1,18,0.6240868943986358,0,0
1,19,0.6608663801758331,5,0
1,20,0.46168239336528083,5,0
1,21,0.5919326993040515,5,0
1,22,0.6595353151871974,3,0
1,23,0.5735935727661765,5,0
1,24,0.48885708618108537,6,0
1,25,0.3402804832273463,0,0
1,26,0.47366873418151345,6,0
1,27,0.5443547893775207,5,0
1,28,0.6652044212951593,5,0
1,29,0.6866425471083035,3,0
1,30,0.4908039106210868,1,0
1,31,0.646123971108656,3,0
1,32,0.40419692415678377,4,0
1,33,0.622011130805209,3,0
1,34,0.5194797215342357,2,0
1,35,0.3056166800656076,10,0
1,36,0.5878818745615817,8,0
1,37,0.4595294168897075,0,0
1,38,0.6299379908592933,0,0
1,39,0.5672612804927404,1,0
1,40,0.37337072835246404,8,0
1,41,0.49743114658612986,1,0
1,42,0.6470411101971123,5,0
1,43,0.3975643507548528,11,0
1,44,0.430081745098956,7,0
1,45,0.6481884928434618,3,0
1,46,0.3764268366009562,6,0
1,47,0.5270042962482687,1,0
1,48,0.3954463714460881,0,0
1,49,0.6870161001160573,5,0
50,0,0.6377687406100192,314,0
50,1,0.603181761176121,274,0
50,2,0.275896421767556,123,0
50,3,0.6092959013831891,231,0
50,4,0.4686360811181778,176,0
50,5,0.6126021952155097,232,0
50,6,0.7516597871270353,193,0
50,7,0.6555201075623145,325,0
50,8,0.3027134971485148,213,0
50,9,0.41117699305978544,216,0
50,10,0.34611494573507934,251,0
50,11,0.5842386222849343,248,0
50,12,0.4127351377598815,240,0
50,13,0.6945821044249375,212,0
50,14,0.37317238337854053,238,0
50,15,0.647311418168166,234,0
50,16,0.4713874850149813,123,0
50,17,0.3487571694217634,204,0
50,18,0.42657735203982694,178,0
50,19,0.6608663801758331,272,0
50,20,0.46168239336528083,244,0
50,21,0.4199478420889326,189,0
50,22,0.6833482497171965,174,0
50,23,0.5837625800484103,193,0
50,24,0.48885708618108537,263,0
50,25,0.3402804832273463,251,0
50,26,0.47366873418151345,283,0
50,27,0.34372955379512715,211,0
50,28,0.6652044212951593,336,0
50,29,0.34686229158712834,214,0
50,30,0.6103482203131589,258,0
50,31,0.32095618818415894,206,0
50,32,0.4315499332402867,274,0
50,33,0.4903983206758044,152,0
50,34,0.4788434405448547,207,0
50,35,0.3056166800656076,192,0
50,36,0.4915995607204338,217,0
50,37,0.4248816040108259,211,0
50,38,0.6528906216799888,180,0
50,39,0.6191135421438675,209,0
50,40,0.47238512409797634,214,0
50,41,0.661557384802724,200,0
50,42,0.37384144814505926,214,0
50,43,0.3975643507548528,286,0
50,44,0.6678172962185651,210,0
50,45,0.5553667226821992,226,0
50,46,0.7181925962813303,211,0
50,47,0.2774312192463239,184,0
50,48,0.6938686175441793,221,0
50,49,0.6870161001160573,322,0
100,0,0.6377687406100192,685,0
100,1,0.5138093887582353,498,0
100,2,0.47869489356094663,363,0
100,3,0.6642699434303831,442,0
100,4,0.6662839259485046,335,0
100,5,0.6126021952155097,477,0
100,6,0.6740099445668707,501,0
100,7,0.4735297328196183,642,0
100,8,0.6432959274843254,445,0
100,9,0.41117699305978544,392,0
100,10,0.6543566528903677,523,0
100,11,0.33907249109349685,418,0
100,12,0.4127351377598815,647,0
100,13,0.36085442077934776,432,0
100,14,0.37317238337854053,421,0
100,15,0.39380632986624214,436,0
100,16,0.6348112058311625,346,0
100,17,0.7117135325074527,451,0
100,18,0.6870985554183344,395,0
100,19,0.6419342519540226,480,0
100,20,0.4824120811880726,507,0
100,21,0.5269609991732788,403,0
100,22,0.6236113828058465,395,0
100,23,0.3745022353813936,387,0
100,24,0.632994676246475,505,0
100,25,0.6015682528382729,419,0
100,26,0.47366873418151345,539,0
100,27,0.3785862809234898,438,0
100,28,0.6652044212951593,737,0
100,29,0.42561391498121537,438,0
100,30,0.6618985537946579,476,0
100,31,0.32095618818415894,426,0
100,32,0.4315499332402867,457,0
100,33,0.6118026829507359,370,0
100,34,0.638517760606497,431,0
100,35,0.7148120042270941,506,0
100,36,0.7228633075418757,432,0
100,37,0.33945737026245004,399,0
100,38,0.6272488341173013,360,0
100,39,0.5071231296870362,407,0
100,40,0.290701462783753,394,0
100,41,0.6394068230483705,367,0
100,42,0.6252629049931573,382,0
100,43,0.4459008396883119,496,0
100,44,0.6543312384798536,400,0
100,45,0.32611509112449616,511,0
100,46,0.6445001783946895,441,0
100,47,0.36076785766631736,370,0
100,48,0.6267700144074273,436,0
100,49,0.6870161001160573,732,0
150,0,0.6377687406100192,1198,0
150,1,0.5138093887582353,722,0
150,2,0.6364882643836676,520,0
150,3,0.4055512783177494,703,0
150,4,0.7336239463254615,542,0
150,5,0.7167670924976197,712,0
150,6,0.6892439707731377,738,0
150,7,0.6457060827833649,825,0
150,8,0.6821056360203641,665,0
150,9,0.7982235027088246,568,0
150,10,0.7596228814761702,770,0
150,11,0.35754715259165554,584,0
150,12,0.4127351377598815,978,0
150,13,0.7505998590611814,625,0
150,14,0.7113384412461057,664,0
150,15,0.5189909642480167,625,0
150,16,0.722272982015238,682,0
150,17,0.763431555386868,688,0
150,18,0.64485296621645,655,0
150,19,0.6596317589397975,822,0
150,20,0.7170465330369914,714,0
150,21,0.8075094095908815,613,0
150,22,0.6236113828058465,793,0
150,23,0.6922451630727631,597,0
150,24,0.6330860674312002,787,0
150,25,0.6015682528382729,777,0
150,26,0.47366873418151345,888,0
150,27,0.6373195760624566,603,0
150,28,0.6652044212951593,1053,0
150,29,0.45723424336080687,683,0
150,30,0.6858247746646742,660,0
150,31,0.6114312498449038,608,0
150,32,0.6972743105849228,617,0
150,33,0.7378467007241462,559,0
150,34,0.7491933194238398,676,0
150,35,0.36814428915146824,712,0
150,36,0.5185470169181114,662,0
150,37,0.33945737026245004,610,0
150,38,0.6439564212280278,572,0
150,39,0.688853192307247,602,0
150,40,0.7677682919208144,616,0
150,41,0.7039457734754893,546,0
150,42,0.7321304575504737,698,0
150,43,0.6342778571197212,671,0
150,44,0.6175344955567763,697,0
150,45,0.6563225172904461,697,0
150,46,0.6716345774536506,647,0
150,47,0.6518133055116678,577,0
150,48,0.7487491541209694,696,0
150,49,0.6870161001160573,1193,0
200,0,0.6377687406100192,1680,0
200,1,0.41384454806923,981,0
200,2,0.7562554932768518,731,0
200,3,0.5962889494166218,969,0
200,4,0.600778532074848,783,0
200,5,0.6521493121656826,943,0
200,6,0.6623606569563378,974,0
200,7,0.7312044977486791,1045,0
200,8,0.7020252677676997,885,0
200,9,0.6970683527739195,793,0
200,10,0.7734939631968054,933,0
200,11,0.746784197590015,832,0
200,12,0.4127351377598815,1298,0
200,13,0.6091098745131914,863,0
200,14,0.7865905753296941,992,0
200,15,0.7395715942601212,828,0
200,16,0.7338580182859531,862,0
200,17,0.763431555386868,933,0
200,18,0.7466091700943271,924,0
200,19,0.7071886400833547,1005,0
200,20,0.6360415116073324,935,0
200,21,0.6599352202354624,956,0
200,22,0.7527037657672816,1030,0
200,23,0.7216095746230805,901,0
200,24,0.6350303003512676,1082,0
200,25,0.6015682528382729,1259,0
200,26,0.47366873418151345,1310,0
200,27,0.6373195760624566,821,0
200,28,0.8288336778905416,1378,0
200,29,0.7834707893227343,968,0
200,30,0.4836247712449421,845,0
200,31,0.5043536868777598,820,0
200,32,0.5686835719590076,811,0
200,33,0.6460589850223903,793,0
200,34,0.6048939829973525,898,0
200,35,0.5052369786269227,913,0
200,36,0.5663547245624431,866,0
200,37,0.726083568369931,825,0
200,38,0.6660949108995995,872,0
200,39,0.6092264937398925,820,0
200,40,0.6519264014099637,840,0
200,41,0.5664931980393182,718,0
200,42,0.7517379136877477,919,0
200,43,0.6472977295549611,914,0
200,44,0.6562912449038527,895,0
200,45,0.7286057913967038,921,0
200,46,0.4302165116446087,829,0
200,47,0.743548036373083,810,0
200,48,0.8171949355795625,862,0
200,49,0.6870161001160573,1581,0
250,0,0.6377687406100192,2369,0
250,1,0.6455422459807055,1215,0
250,2,0.7729341703040674,865,0
250,3,0.7354400654943248,1225,0
250,4,0.6541579713194599,989,0
250,5,0.5559800222616117,1105,0
250,6,0.7678750637621499,1230,0
250,7,0.6946330538625568,1278,0
250,8,0.7594445507753733,1073,0
250,9,0.6134891519829375,998,0
250,10,0.7734939631968054,1195,0
250,11,0.746784197590015,1122,0
250,12,0.6353102743877499,1575,0
250,13,0.3808561035023171,1102,0
250,14,0.5766141839275623,1235,0
250,15,0.6847953923643264,995,0
250,16,0.7585750028714991,1044,0
250,17,0.763431555386868,1410,0
250,18,0.7456997901291315,1109,0
250,19,0.730573745481851,1293,0
250,20,0.6360415116073324,1170,0
250,21,0.6599352202354624,1242,0
250,22,0.6785770322394901,1264,0
250,23,0.7216095746230805,1145,0
250,24,0.4693828069867041,1409,0
250,25,0.6963172408702389,1534,0
250,26,0.47366873418151345,1688,0
250,27,0.5031885266694203,1076,0
250,28,0.7203750019505748,1617,0
250,29,0.7038366739625558,1183,0
250,30,0.7113905009214481,1103,0
250,31,0.5043536868777598,1023,0
250,32,0.5686835719590076,1080,0
250,33,0.3860638033308636,978,0
250,34,0.6063937012595364,1178,0
250,35,0.4320040094859581,1110,0
250,36,0.7533623212686948,1083,0
250,37,0.6698703939915129,1038,0
250,38,0.6311615518331323,1071,0
250,39,0.7739250681585624,1016,0
250,40,0.6589052697273275,1053,0
250,41,0.439288567248829,899,0
250,42,0.4155794753338964,1164,0
250,43,0.7070789348344746,1097,0
250,44,0.44780827240219634,1093,0
250,45,0.7333200387733536,1180,0
250,46,0.6762451974746664,1018,0
250,47,0.7236546316513047,1085,0
250,48,0.4592373812848032,1072,0
250,49,0.8031919807758912,2028,0
300,0,0.6377687406100192,2834,0
300,1,0.46199884616618586,1391,0
300,2,0.5174373114917683,1139,0
300,3,0.7354400654943248,1584,0
300,4,0.7216593418166418,1251,0
300,5,0.7543149202824824,1342,0
300,6,0.7129780479371027,1480,0
300,7,0.7910205328543551,1439,0
300,8,0.6305530503490949,1262,0
300,9,0.722139323234431,1169,0
300,10,0.38981251326328975,1453,0
300,11,0.7793239645187441,1358,0
300,12,0.4286071827943284,1808,0
300,13,0.6293790578740406,1306,0
300,14,0.6472055298809328,1478,0
300,15,0.39569312203214024,1234,0
300,16,0.7262967939493425,1278,0
300,17,0.765115319229465,1726,0
300,18,0.6826621212488317,1294,0
300,19,0.634395585237443,1514,0
300,20,0.8070225190527289,1420,0
300,21,0.7152659344038131,1618,0
300,22,0.7203627099289657,1542,0
300,23,0.44060699979842066,1402,0
300,24,0.44223832427222665,1628,0
300,25,0.6712791552421093,1798,0
300,26,0.47366873418151345,2076,0
300,27,0.3912583443057096,1279,0
300,28,0.7839740149344956,1883,0
300,29,0.5717488382264884,1349,0
300,30,0.7170648255692567,1329,0
300,31,0.7131721515571097,1240,0
300,32,0.3800619724227008,1284,0
300,33,0.3860638033308636,1302,0
300,34,0.6714987198522999,1485,0
300,35,0.756584217220932,1356,0
300,36,0.7533623212686948,1395,0
300,37,0.6832802190785218,1295,0
300,38,0.583094480649796,1261,0
300,39,0.45190957401280274,1236,0
300,40,0.5979406797778501,1231,0
300,41,0.439288567248829,1119,0
300,42,0.42827990504466745,1371,0
300,43,0.7070789348344746,1445,0
300,44,0.44780827240219634,1293,0
300,45,0.7282243898707427,1443,0
300,46,0.6968868004854953,1218,0
300,47,0.5175903342980704,1302,0
300,48,0.6945909944301063,1290,0
