Time,Agent,Strat,Payoff,Run
1,0,0.6377687406100192,13,0
1,1,0.603181761176121,8,0
1,2,0.468228632332338,4,0
1,3,0.4035667001171853,5,0
1,4,0.5045098885474434,11,0
1,5,0.46197365498016574,4,0
1,6,0.6135194356139091,0,0
1,7,0.42132509043157096,1,0
1,8,0.4906387816609423,1,0
1,9,0.5333528157820124,1,0
1,10,0.6632451540781341,5,0
1,11,0.5018747423269561,11,0
1,12,0.4127351377598815,18,0
1,13,0.6023216816628896,13,0
1,14,0.5473475986701326,6,0
1,15,0.40020253654497623,11,0
1,16,0.6638985023872961,0,0
1,17,0.6931141904150613,6,0
1,18,0.5388197595672768,0,0
1,19,0.6608663801758331,5,0
1,20,0.4240590277277331,5,0
1,21,0.6396691134801521,5,0
1,22,0.6595353151871974,3,0
1,23,0.5735935727661765,5,0
1,24,0.48885708618108537,6,0
1,25,0.3402804832273463,0,0
1,26,0.40869140674430365,3,0
1,27,0.5443547893775207,5,0
1,28,0.6652044212951593,5,0
1,29,0.6866425471083035,3,0
1,30,0.4908039106210868,1,0
1,31,0.646123971108656,3,0
1,32,0.4835877639759988,4,0
1,33,0.622011130805209,2,0
1,34,0.5194797215342357,1,0
1,35,0.6857677227694641,10,0
1,36,0.5878818745615817,8,0
1,37,0.452175115581339,0,0
1,38,0.5592973768307176,1,0
1,39,0.5672612804927404,1,0
1,40,0.30045712772577127,3,0
1,41,0.49743114658612986,8,0
1,42,0.6470411101971123,3,0
1,43,0.3975643507548528,11,0
1,44,0.430081745098956,11,0
1,45,0.6481884928434618,0,0
1,46,0.4656290974460677,0,0
1,47,0.5270042962482687,5,0
1,48,0.3954463714460881,3,0
1,49,0.48179630595190664,0,0
50,0,0.6377687406100192,323,0
50,1,0.28959066290429736,266,0
50,2,0.6406778455934949,299,0
50,3,0.4035667001171853,216,0
50,4,0.5975358845233777,216,0
50,5,0.6600175395011544,379,0
50,6,0.6135194356139091,290,0
50,7,0.6156070808459854,207,0
50,8,0.38366649066382014,175,0
50,9,0.6829122076010783,245,0
50,10,0.6632451540781341,310,0
50,11,0.6167476202244769,164,0
50,12,0.433580810868067,290,0
50,13,0.5159997678537067,242,0
50,14,0.5473475986701326,284,0
50,15,0.3687943533244178,180,0
50,16,0.7425385033712808,246,0
50,17,0.620202937020514,147,0
50,18,0.4069144101229492,202,0
50,19,0.6589166446300374,199,0
50,20,0.6443553055029734,168,0
50,21,0.3575729483765941,292,0
50,22,0.7029399338808435,228,0
50,23,0.5735935727661765,257,0
50,24,0.4207815494873276,203,0
50,25,0.5920397304660231,192,0
50,26,0.6306530581015979,322,0
50,27,0.6135486951211873,240,0
50,28,0.43662297053246807,190,0
50,29,0.6704747730043376,206,0
50,30,0.5518495447262222,159,0
50,31,0.646123971108656,246,0
50,32,0.4434892998524544,267,0
50,33,0.622011130805209,284,0
50,34,0.6250080420713098,268,0
50,35,0.5616046696706545,199,0
50,36,0.40033109064490946,219,0
50,37,0.452175115581339,242,0
50,38,0.41535842566121134,155,0
50,39,0.36740987061521374,235,0
50,40,0.43035018317200446,231,0
50,41,0.6413824046725816,211,0
50,42,0.6470411101971123,244,0
50,43,0.3975643507548528,277,0
50,44,0.47637437895508566,164,0
50,45,0.33634531695090075,203,0
50,46,0.3935006177712977,212,0
50,47,0.5821339220938504,139,0
50,48,0.3954463714460881,276,0
50,49,0.48179630595190664,247,0
100,0,0.6810461629506374,557,0
100,1,0.660096710665889,505,0
100,2,0.595541846181732,573,0
100,3,0.6336730164735082,452,0
100,4,0.5975358845233777,591,0
100,5,0.6600175395011544,867,0
100,6,0.2913020843535701,524,0
100,7,0.48594983704412464,351,0
100,8,0.565506028945819,357,0
100,9,0.6829122076010783,686,0
100,10,0.467092085012883,481,0
100,11,0.5764876245186566,414,0
100,12,0.6817836540553054,522,0
100,13,0.6188560707254529,409,0
100,14,0.3059272600649148,459,0
100,15,0.640179052489105,402,0
100,16,0.5963550769581663,500,0
100,17,0.5780898245342996,397,0
100,18,0.4069144101229492,419,0
100,19,0.4316545693907764,395,0
100,20,0.6492966454564967,369,0
100,21,0.4440059133945615,492,0
100,22,0.43556524652015854,450,0
100,23,0.5735935727661765,650,0
100,24,0.6331685466208847,402,0
100,25,0.5907221160375331,369,0
100,26,0.6306530581015979,693,0
100,27,0.593827625655986,503,0
100,28,0.4365048618636343,391,0
100,29,0.5288088428603616,399,0
100,30,0.5518495447262222,319,0
100,31,0.559015190256543,414,0
100,32,0.4434892998524544,429,0
100,33,0.6801101347793905,453,0
100,34,0.3837834065576032,497,0
100,35,0.3279264317403168,422,0
100,36,0.40033109064490946,431,0
100,37,0.452175115581339,443,0
100,38,0.6041676306826844,361,0
100,39,0.31045074067843115,454,0
100,40,0.27798892501120576,419,0
100,41,0.5725444264430001,459,0
100,42,0.6470411101971123,400,0
100,43,0.3975643507548528,511,0
100,44,0.48616776885504787,445,0
100,45,0.5688348595559122,388,0
100,46,0.28233987030198204,402,0
