,Time,Agent,Strat,Payoff,Run,Coop_list
0,1,0,0.6377687406100192,0,0,"{Agent11: 3, Agent36: 1, Agent94: 1, Agent35: 1, Agent84: 0, Agent50: 1, Agent39: -1, Agent2: 1, Agent23: 1, Agent18: 1, Agent20: 1, Agent76: 1, Agent38: 1, Agent53: 1}"
1,1,1,0.603181761176121,3,0,"{Agent28: 1, Agent29: 4, Agent2: 1, Agent42: 1, Agent79: 1, Agent50: 1, Agent77: 1, Agent32: 2, Agent19: 1, Agent26: 1, Agent40: 1, Agent95: 1}"
2,1,2,0.468228632332338,6,0,"{Agent40: 1, Agent34: 1, Agent29: 1, Agent63: 2, Agent71: 1, Agent72: 2, Agent15: 1, Agent78: 1, Agent84: 1, Agent45: 1, Agent47: 2, Agent95: 1, Agent27: 1, Agent32: 1, Agent53: 1, Agent39: 1, Agent1: 1, Agent77: 1, Agent75: 1, Agent7: 1, Agent16: 1, Agent96: 1, Agent30: 1}"
3,1,3,0.4035667001171853,1,0,"{Agent85: 8, Agent12: 16, Agent79: 412, Agent58: 383, Agent96: 280, Agent23: 72, Agent44: 65, Agent59: 103, Agent37: 30, Agent91: 415, Agent22: 290, Agent8: 83, Agent6: 3, Agent33: 427, Agent51: 239, Agent34: 3, Agent80: 6, Agent19: 133, Agent93: 62, Agent47: 307, Agent50: 2, Agent9: 1, Agent30: 388, Agent75: 1, Agent89: 1, Agent28: 1, Agent76: 435, Agent62: 360, Agent72: 73, Agent84: 429, Agent32: 388, Agent45: 128, Agent24: 421, Agent25: 138, Agent78: 243, Agent26: 375, Agent83: 187, Agent31: 394, Agent63: 343, Agent65: 242, Agent94: 366, Agent46: 2, Agent82: 326, Agent66: 2, Agent92: 280, Agent67: 70, Agent48: 78, Agent1: 94, Agent71: 1, Agent4: 248, Agent20: 1, Agent54: 10, Agent10: 1, Agent18: 16, Agent60: 1, Agent27: 9, Agent61: 1, Agent0: 1, Agent16: 6, Agent7: 1, Agent98: 1, Agent95: 3}"
4,1,4,0.5045098885474434,5,0,"{Agent6: 865, Agent23: 853, Agent45: 1437, Agent12: 22, Agent84: 1962, Agent65: 1867, Agent80: 580, Agent94: 1812, Agent46: 28, Agent44: 195, Agent25: 972, Agent63: 1557, Agent92: 1936, Agent91: 1951, Agent33: 1993, Agent28: 53, Agent17: 761, Agent57: 492, Agent16: 456, Agent21: 114, Agent99: 14, Agent9: 241, Agent75: 22, Agent7: 615, Agent3: 564, Agent5: 5, Agent39: 73, Agent52: 221, Agent0: 0, Agent37: 58, Agent85: 187, Agent40: 177, Agent49: 124, Agent70: 294, Agent83: 1, Agent74: 17, Agent96: 1, Agent62: 16, Agent78: 22, Agent58: 20, Agent36: 273, Agent93: 268, Agent14: 254, Agent64: 224, Agent13: 25, Agent60: 17, Agent89: 15, Agent82: 1, Agent77: 36, Agent50: 35, Agent98: 7, Agent76: 1, Agent88: 0, Agent2: 1, Agent31: 16, Agent32: 1, Agent97: 1, Agent27: 6, Agent35: 7, Agent81: 5, Agent56: 1, Agent34: 3, Agent1: 2}"
5,1,5,0.46197365498016574,11,0,"{Agent77: 2, Agent47: 1, Agent45: 2, Agent23: 1, Agent93: 1, Agent19: 1, Agent51: 0, Agent17: 2, Agent74: 1, Agent91: 1, Agent24: 1, Agent33: 1, Agent29: 1, Agent56: 1, Agent26: 1, Agent41: 2, Agent79: 1, Agent34: 1, Agent90: 1}"
6,1,6,0.6135194356139091,8,0,"{Agent63: 1231, Agent94: 2367, Agent44: 124, Agent84: 2633, Agent33: 2635, Agent25: 1785, Agent91: 2382, Agent40: 662, Agent92: 2086, Agent23: 2171, Agent3: 2163, Agent9: 526, Agent75: 298, Agent65: 2260, Agent49: 244, Agent7: 2233, Agent39: 322, Agent45: 1974, Agent12: 389, Agent99: 283, Agent28: 240, Agent17: 1893, Agent57: 1691, Agent37: 680, Agent70: 463, Agent21: 1011, Agent16: 1100, Agent85: 724, Agent46: 232, Agent5: 78, Agent43: 30, Agent60: 269, Agent62: 270, Agent89: 270, Agent77: 16, Agent36: 322, Agent0: 1, Agent64: 367, Agent8: 7, Agent27: 5, Agent31: 52, Agent32: 34, Agent83: 11, Agent76: 5, Agent41: 16, Agent59: 8, Agent81: 31, Agent35: 21, Agent1: 22, Agent22: 1, Agent13: 30, Agent30: 3, Agent29: 7, Agent61: 7, Agent26: 7, Agent51: 1, Agent55: 1, Agent68: 1, Agent47: 1, Agent97: 1, Agent71: 1}"
7,1,7,0.42132509043157096,8,0,"{Agent2: 2, Agent23: 2, Agent81: 0, Agent96: 1, Agent8: 3, Agent29: 1, Agent17: 1, Agent28: 1, Agent31: 1, Agent43: 0, Agent70: 1, Agent90: 1, Agent24: 1, Agent72: 1, Agent36: 1, Agent69: 1, Agent12: 1, Agent6: 1}"
8,1,8,0.4906387816609423,5,0,"{Agent44: 220, Agent34: 129, Agent19: 759, Agent51: 404, Agent48: 151, Agent9: 9, Agent84: 925, Agent79: 852, Agent45: 790, Agent25: 653, Agent59: 535, Agent6: 180, Agent82: 684, Agent33: 992, Agent30: 913, Agent91: 871, Agent63: 823, Agent22: 925, Agent65: 632, Agent92: 880, Agent94: 976, Agent4: 572, Agent80: 72, Agent23: 219, Agent46: 20, Agent12: 24, Agent57: 49, Agent7: 43, Agent95: 28, Agent14: 54, Agent10: 8, Agent39: 1, Agent86: 62, Agent3: 42, Agent35: 52, Agent15: 20, Agent49: 13, Agent17: 29, Agent13: 1, Agent61: 1, Agent83: 1, Agent28: 3, Agent21: 12, Agent40: 5, Agent37: 5, Agent56: 1, Agent75: 4, Agent11: 1}"
9,1,9,0.6512902527247658,5,0,"{Agent66: 2, Agent27: 0, Agent32: 1, Agent82: 0, Agent96: 3, Agent24: 2, Agent62: 1, Agent22: 1, Agent34: 1, Agent17: 1, Agent48: 1, Agent94: 3, Agent78: 2, Agent29: 2, Agent19: 3, Agent70: 3, Agent72: 1, Agent88: 0, Agent91: 2, Agent46: 1, Agent87: 1, Agent33: 2, Agent30: 1, Agent3: 1, Agent25: 1}"
