,Time,Agent,Strat,Payoff,Run,Coop_list
0,1,0,0.6377687406100192,0,0,"{Agent86: 25122, Agent12: 1397, Agent97: 2907, Agent70: 2781, Agent80: 2780, Agent43: 2941, Agent56: 15, Agent32: 512, Agent40: 180, Agent62: 774, Agent24: 672, Agent67: 1143, Agent19: 997, Agent68: 1344, Agent29: 417, Agent78: 1546, Agent92: 853, Agent37: 426, Agent6: 593, Agent38: 330, Agent90: 81, Agent95: 11, Agent23: 1, Agent85: 256, Agent60: 3, Agent21: 5, Agent14: 63, Agent89: 89, Agent94: 296, Agent57: 2, Agent64: 43, Agent65: 25, Agent87: 231, Agent81: 38, Agent7: 7, Agent22: 15, Agent34: 33, Agent27: 1, Agent99: 12, Agent18: 3, Agent74: 29, Agent4: 13, Agent26: 18, Agent31: 19, Agent54: 21, Agent44: 2, Agent2: 6, Agent51: 16, Agent76: 17, Agent39: 1, Agent55: 3, Agent15: 1, Agent59: 1, Agent61: 2, Agent47: 1}"
1,1,1,0.603181761176121,6,0,"{Agent28: 1177, Agent98: 761, Agent4: 97, Agent83: 30, Agent69: 286, Agent95: 1236, Agent14: 895, Agent12: 923, Agent15: 28, Agent60: 359, Agent81: 348, Agent86: 1269, Agent8: 4, Agent77: 33, Agent29: 1184, Agent0: 1166, Agent10: 3, Agent96: 966, Agent19: 64, Agent70: 51, Agent92: 743, Agent55: 890, Agent87: 925, Agent66: 1018, Agent2: 1018, Agent80: 2, Agent40: 1203, Agent49: 110, Agent62: 153, Agent65: 267, Agent53: 893, Agent76: 56, Agent31: 1024, Agent35: 3, Agent99: 25, Agent38: 870, Agent42: 40, Agent27: 968, Agent52: 72, Agent7: 135, Agent97: 14, Agent13: 78, Agent43: 281, Agent26: 5, Agent18: 36, Agent20: 2, Agent61: 16, Agent93: 13, Agent44: 12, Agent36: 55, Agent85: 66, Agent71: 64, Agent45: 1, Agent84: 6, Agent5: 4, Agent50: 1, Agent37: 1, Agent56: 2, Agent90: 4, Agent22: 6, Agent72: 12, Agent17: 2, Agent88: 11, Agent89: 1, Agent16: 1, Agent73: 1, Agent41: 5, Agent3: 2}"
2,1,2,0.468228632332338,6,0,"{Agent7: 2, Agent12: 2, Agent62: 1, Agent66: 1}"
3,1,3,0.4035667001171853,1,0,"{Agent4: 18, Agent81: 61, Agent29: 91, Agent53: 41, Agent66: 77, Agent38: 39, Agent15: 8, Agent31: 65, Agent25: 1, Agent8: 1, Agent2: 76, Agent41: 6, Agent22: 1, Agent34: 5, Agent65: 17, Agent43: 47, Agent19: 1, Agent60: 56, Agent40: 97, Agent62: 12, Agent76: 13, Agent1: 82, Agent95: 103, Agent80: 1, Agent6: 41, Agent58: 43, Agent0: 78, Agent21: 3, Agent23: 46, Agent57: 93, Agent50: 65, Agent14: 37, Agent45: 1, Agent42: 16, Agent86: 103, Agent78: 26, Agent55: 15, Agent92: 20, Agent12: 14, Agent28: 69, Agent63: 69, Agent91: 1, Agent33: 7, Agent96: 73, Agent98: 18, Agent27: 19, Agent87: 22, Agent18: 4, Agent71: 22, Agent77: 17, Agent83: 2, Agent73: 33, Agent59: 17, Agent7: 5, Agent46: 5, Agent49: 19, Agent67: 2, Agent20: 2, Agent26: 1, Agent48: 5, Agent69: 46, Agent13: 1, Agent97: 1, Agent61: 1, Agent52: 1}"
4,1,4,0.5045098885474434,8,0,"{Agent77: 3, Agent74: 1, Agent42: 1, Agent75: 1, Agent93: 1, Agent47: 1, Agent12: 1, Agent27: 1}"
5,1,5,0.46197365498016574,16,0,"{Agent41: 2, Agent24: 1, Agent14: 2, Agent53: 0, Agent60: 2, Agent74: 1, Agent33: 1, Agent57: 1, Agent81: 0, Agent87: 1, Agent31: 0, Agent71: 1, Agent78: 1, Agent82: 1, Agent12: 1, Agent2: 0, Agent38: 1, Agent42: 1}"
6,1,6,0.6135194356139091,8,0,"{Agent14: 348, Agent86: 349, Agent62: 6, Agent38: 347, Agent53: 344, Agent50: 348, Agent97: 0, Agent40: 352, Agent8: 2, Agent83: 20, Agent57: 352, Agent92: 257, Agent29: 349, Agent23: 10, Agent77: 30, Agent1: 304, Agent21: 4, Agent96: 289, Agent76: 34, Agent55: 304, Agent78: 242, Agent32: 1, Agent95: 359, Agent15: 1, Agent2: 325, Agent80: 1, Agent58: 341, Agent0: 362, Agent28: 339, Agent7: 9, Agent4: 5, Agent66: 325, Agent18: 5, Agent67: 8, Agent31: 358, Agent42: 22, Agent35: 3, Agent65: 39, Agent54: 1, Agent81: 92, Agent45: 2, Agent64: 1, Agent12: 302, Agent60: 79, Agent69: 45, Agent99: 1, Agent73: 3, Agent87: 276, Agent27: 300, Agent98: 241, Agent63: 298, Agent13: 5, Agent33: 12, Agent91: 12, Agent34: 5, Agent52: 7, Agent22: 9, Agent71: 27, Agent19: 1, Agent43: 9, Agent49: 4, Agent59: 1, Agent51: 1}"
7,1,7,0.42132509043157096,8,0,"{Agent80: 3, Agent89: 1, Agent0: 1, Agent77: 2, Agent67: 1, Agent8: 2, Agent13: 1, Agent5: 1, Agent12: 1, Agent86: 1, Agent46: 1, Agent69: 1, Agent65: 1, Agent58: 1, Agent68: 1, Agent32: 1}"
8,1,8,0.4906387816609423,5,0,"{Agent83: 10, Agent95: 19, Agent97: 0, Agent12: 15, Agent28: 14, Agent29: 11, Agent0: 12, Agent96: 1, Agent92: 2, Agent55: 2, Agent86: 3, Agent69: 1, Agent25: 2, Agent98: 8, Agent27: 2, Agent74: 2, Agent49: 2, Agent16: 2, Agent39: 1, Agent90: 1, Agent21: 1, Agent44: 9, Agent71: 2, Agent88: 1, Agent6: 1, Agent22: 1, Agent3: 1, Agent67: 1, Agent38: 2, Agent42: 1, Agent31: 1, Agent66: 1, Agent50: 4, Agent94: 1}"
9,1,9,0.5333528157820124,5,0,"{Agent12: 1, Agent3: 0, Agent32: 1, Agent28: 0, Agent10: 3, Agent80: 1, Agent43: 1, Agent1: 1, Agent33: 1}"
