,Time,Agent,Strat,Payoff,Run,Coop_list
0,1,0,0.6377687406100192,0,0,"{Agent12: -2, Agent85: 0, Agent24: 1, Agent79: 2, Agent97: 1, Agent86: 1, Agent56: 2, Agent38: 1}"
1,1,1,0.603181761176121,6,0,"{Agent28: 2, Agent29: 1, Agent82: 2, Agent37: 1, Agent87: 0, Agent79: 2, Agent40: 1}"
2,1,2,0.468228632332338,6,0,"{Agent49: 1829, Agent68: 216, Agent91: 1574, Agent9: 1872, Agent94: 1956, Agent80: 1639, Agent64: 1996, Agent85: 4, Agent41: 1406, Agent75: 1962, Agent77: 1806, Agent30: 442, Agent40: 3, Agent66: 272, Agent99: 151, Agent16: 183, Agent76: 25, Agent44: 12, Agent18: 170, Agent13: 7, Agent97: 8, Agent52: 68, Agent71: 21, Agent1: 41, Agent17: 26, Agent35: 15, Agent45: 46, Agent62: 1, Agent69: 73, Agent93: 73, Agent21: 5, Agent24: 3, Agent22: 2, Agent58: 23, Agent0: 20, Agent87: 27, Agent51: 28, Agent11: 1, Agent74: 1, Agent42: 17, Agent65: 15, Agent5: 1, Agent61: 1, Agent32: 2, Agent82: 2, Agent23: 9, Agent12: 5, Agent96: 5, Agent92: 2, Agent98: 1, Agent34: 3, Agent28: 1}"
3,1,3,0.4035667001171853,1,0,"{Agent85: 1, Agent17: 6, Agent39: 1, Agent29: 0, Agent33: 0, Agent99: 1, Agent38: 1, Agent90: 1}"
4,1,4,0.5045098885474434,8,0,"{Agent74: 3, Agent49: 4, Agent67: 1, Agent76: 2, Agent83: 5, Agent95: 1, Agent9: 1, Agent13: 1, Agent40: 2, Agent18: 5, Agent57: 1, Agent14: 1, Agent87: 2, Agent28: 1, Agent17: 1, Agent59: 1, Agent0: 1, Agent27: 1, Agent30: 1}"
5,1,5,0.46197365498016574,16,0,"{Agent47: 47, Agent91: 297, Agent49: 183, Agent37: 6, Agent9: 341, Agent82: 12, Agent94: 246, Agent58: 1, Agent78: 29, Agent28: 193, Agent60: 295, Agent75: 155, Agent42: 89, Agent64: 286, Agent19: 50, Agent74: 7, Agent80: 102, Agent39: 190, Agent95: 10, Agent83: 74, Agent87: 344, Agent38: 153, Agent81: 3, Agent25: 118, Agent77: 290, Agent30: 31, Agent57: 25, Agent4: 35, Agent67: 115, Agent53: 119, Agent44: 31, Agent12: 119, Agent41: 24, Agent2: 42, Agent33: 245, Agent6: 1, Agent61: 195, Agent68: 1, Agent16: 3, Agent66: 9, Agent73: 70, Agent54: 2, Agent65: 1, Agent34: 9, Agent55: 9, Agent20: 7, Agent29: 1}"
6,1,6,0.6135194356139091,8,0,"{Agent14: 6, Agent91: 4, Agent76: 3, Agent72: 1, Agent67: -1, Agent45: 0, Agent61: 3, Agent83: 2, Agent38: 2, Agent30: 1, Agent78: 1}"
7,1,7,0.42132509043157096,8,0,"{Agent2: 0, Agent14: 2, Agent8: 3, Agent20: 2, Agent59: 1, Agent82: 2, Agent44: 1, Agent29: 1, Agent50: 1, Agent33: 1, Agent30: 1, Agent42: 1, Agent41: 1}"
8,1,8,0.4906387816609423,5,0,"{Agent60: 11, Agent97: 1, Agent32: 2, Agent52: 1, Agent38: 2, Agent1: 1, Agent91: 1, Agent18: 1, Agent54: 1, Agent92: 1, Agent6: 1, Agent99: 1}"
9,1,9,0.5333528157820124,5,0,"{Agent30: 1648, Agent75: 3315, Agent64: 3701, Agent49: 3530, Agent94: 3046, Agent80: 2743, Agent66: 1352, Agent77: 3426, Agent91: 3252, Agent99: 738, Agent56: 1, Agent0: 444, Agent96: 42, Agent18: 792, Agent90: 1, Agent42: 379, Agent65: 402, Agent22: 45, Agent87: 458, Agent93: 985, Agent67: 46, Agent82: 1, Agent12: 48, Agent74: 93, Agent31: 3, Agent24: 91, Agent88: 2, Agent5: 37, Agent27: 2, Agent95: 1, Agent41: 1, Agent83: 4, Agent7: 15, Agent36: 1, Agent53: 1, Agent44: 3, Agent81: 2, Agent26: 2, Agent68: 1}"
