node_id,in_degree,out_degree,weighted_degree,strat,payoff,Run
33,99,91,190,0.622011130805209,80225,0
70,91,37,128,0.5034271838978747,8386,0
35,94,31,125,0.6275283159737647,8615,0
55,85,37,122,0.5941593901049763,8330,0
1,88,33,121,0.5640475465858562,8729,0
52,99,89,188,0.6529916003327432,52475,1
25,99,80,179,0.4688466302330869,49543,1
18,78,38,116,0.6740836723895676,7678,1
31,80,35,115,0.4300814655408611,7899,1
74,74,34,108,0.4967715569143744,7503,1
5,99,91,190,0.5943879956274093,78510,2
63,92,49,141,0.6689195217788462,7804,2
4,90,50,140,0.6350830366580078,7606,2
76,91,44,135,0.5394327958723343,7970,2
75,83,49,132,0.5590931086617946,7945,2
77,99,90,189,0.6846922315686755,85704,3
2,91,47,138,0.751506354778297,8336,3
32,89,45,134,0.6642912026224294,9742,3
86,92,42,134,0.7475508338794595,7979,3
64,89,45,134,0.6336987113686102,8738,3
49,99,86,185,0.5505402982159614,51424,4
77,99,85,184,0.6818950393369381,55837,4
7,87,44,131,0.6718696601405659,8376,4
0,96,32,128,0.5600934815067214,8513,4
21,85,35,120,0.8436371667816447,8264,4
64,99,88,187,0.44647379033674417,88752,5
39,90,33,123,0.44221310706349537,7144,5
68,88,32,120,0.6582515220862011,7444,5
71,85,30,115,0.4566252164890146,8327,5
26,81,32,113,0.4028079167493712,7345,5
66,99,90,189,0.5481061029989074,90216,6
87,91,52,143,0.48926286843687294,8093,6
22,84,50,134,0.5418848859463284,7677,6
73,82,51,133,0.6092827299967992,7335,6
40,85,48,133,0.6157679273928054,7461,6
95,99,89,188,0.4661186068846794,98308,7
83,90,49,139,0.42309437275148093,7916,7
91,88,48,136,0.5936581164601168,7488,7
31,76,51,127,0.4287138716923337,8019,7
57,78,47,125,0.6772509432449041,7421,7
19,99,91,190,0.6608257201646514,64847,8
90,91,34,125,0.9770555375277096,11669,8
58,87,38,125,1.0,7710,8
18,88,33,121,0.9823119575450447,7740,8
40,83,38,121,0.9252057578944424,7423,8
11,99,86,185,0.4516078417581743,93488,9
68,85,36,121,0.6308371130757329,7624,9
81,84,34,118,0.5970421612011241,7199,9
67,68,47,115,0.4396750166886336,7808,9
60,77,37,114,0.5187157465174658,7679,9
71,99,89,188,0.492053356089739,88344,10
46,90,39,129,0.4858733893799064,8590,10
73,82,32,114,0.4499740109203634,8031,10
52,80,26,106,0.4692763261702022,7928,10
70,65,31,96,0.4637878070074738,7507,10
86,99,90,189,0.6417507606804922,79530,11
9,93,31,124,0.609489812415896,8092,11
71,82,36,118,0.6707119851978637,7750,11
3,85,31,116,0.6050071129221379,7672,11
74,84,23,107,0.7141526540309228,7981,11
55,99,89,188,0.3939889709211369,67087,12
42,79,33,112,0.4245487865250084,7579,12
60,75,35,110,0.4325035619923044,7789,12
11,72,37,109,0.7194143257481516,7660,12
26,76,32,108,0.3631183366739456,7649,12
95,99,90,189,0.5574107217643031,97457,13
4,97,26,123,0.5855868309002009,9868,13
65,87,35,122,0.5881663192725073,7925,13
66,89,31,120,0.6251089284813477,8213,13
76,86,30,116,0.6049390857885203,7835,13
75,99,83,182,0.4692441404485558,58697,14
27,99,83,182,0.3817686791839572,59364,14
8,79,28,107,0.4239010733700114,7580,14
33,70,30,100,0.5955300522899623,7492,14
22,63,33,96,0.5237031138103091,7485,14
9,99,88,187,0.6999264936664478,59103,15
2,99,85,184,0.710482965003162,59862,15
90,95,30,125,0.5094495766442249,8310,15
16,83,42,125,0.8234142025527328,8410,15
91,86,33,119,0.7081043060010109,8758,15
78,99,88,187,0.6061530810376532,72205,16
21,94,32,126,0.5701283877298531,7790,16
7,89,33,122,0.55843271914755,8271,16
2,87,29,116,0.6621986069978698,7862,16
4,77,31,108,0.6448763685203011,7636,16
56,99,87,186,0.5222185717020408,96433,17
44,82,33,115,0.4733689326282186,7576,17
3,83,30,113,0.5704402977791918,9354,17
24,73,22,95,0.4608054920542805,7796,17
21,69,26,95,0.4623812232881812,8032,17
18,99,93,192,0.5939302783177367,113500,18
33,86,54,140,0.6496690774671221,8401,18
66,85,51,136,0.4994076674274439,8298,18
38,88,47,135,0.6453550538162006,8613,18
96,84,51,135,0.606538999968269,8326,18
42,99,90,189,0.5821439428867977,64550,19
43,88,31,119,0.5915549029910683,7879,19
79,80,27,107,0.5936254561369182,8095,19
27,71,31,102,0.4876100812640554,7928,19
82,64,33,97,0.212094216602874,8154,19
90,99,86,185,0.5666288696072704,49226,20
10,99,76,175,0.4646092248163826,50623,20
53,84,30,114,0.4700111783203725,7690,20
41,73,37,110,0.6595094062180535,7553,20
73,69,28,97,0.6290723224330507,7932,20
31,99,91,190,0.6711775452481196,82575,21
76,96,38,134,0.6909376214520235,8402,21
13,85,32,117,0.6649014831102208,8308,21
26,77,32,109,0.6632720947175286,8136,21
88,72,31,103,0.7528595831142842,8234,21
64,99,87,186,0.6808627134470544,60023,22
3,99,85,184,0.6994522614691658,58582,22
42,77,34,111,0.6837640057444005,8450,22
92,75,32,107,0.7155965034478515,8638,22
96,70,37,107,0.6244076328816068,8392,22
7,99,91,190,0.577139882711746,80201,23
48,95,39,134,0.6831913478567674,8424,23
28,85,49,134,0.759251361043844,9399,23
66,90,33,123,0.6320341535254206,8632,23
47,83,36,119,0.683308067864261,8223,23
7,99,89,188,0.6030947923622819,72307,24
45,90,41,131,0.4550408304150882,8185,24
65,92,37,129,0.7708351947404682,8102,24
59,91,34,125,0.6577979628900401,8046,24
85,80,34,114,0.5861940407807011,7558,24
56,99,90,189,0.5472247915751524,104404,25
9,91,34,125,0.4466232427439703,7957,25
47,89,36,125,0.6068822539059772,8162,25
70,90,32,122,0.5168364194912439,7965,25
19,87,27,114,0.6366752334182595,7986,25
12,99,88,187,0.6947030119530487,61048,26
53,99,80,179,0.4986686875710631,57612,26
69,88,36,124,0.7661334279616138,7879,26
