node_id,in_degree,out_degree,weighted_degree,strat,payoff,Run
33,99,86,185,0.622011130805209,58162,0
6,91,36,127,0.677051565245244,8304,0
30,91,33,124,0.6487564225112472,8130,0
0,90,33,123,0.7307740868963887,8215,0
78,83,36,119,0.6857655719734408,8425,0
14,99,83,182,0.4781548776219206,56572,1
29,62,26,88,0.5220287391420764,7714,1
39,55,28,83,0.4196706068195151,7803,1
59,55,28,83,0.5008847821346585,7953,1
13,57,26,83,0.5488431924602313,7576,1
79,99,83,182,0.6736617436535115,50153,2
4,98,43,141,0.8237473710236479,8381,2
85,91,38,129,0.8366992424582266,8077,2
58,94,31,125,0.7017980498991278,8592,2
53,88,34,122,0.7981528020767579,8564,2
33,99,85,184,0.6203635083940913,60767,3
25,98,38,136,0.8190784019210875,8373,3
93,83,31,114,0.7423737907785128,8639,3
12,81,31,112,0.6634243901601726,8878,3
17,70,39,109,0.8527402396275925,8811,3
65,99,82,181,0.34039177548714383,69750,4
8,72,31,103,0.42057435003647997,7717,4
14,71,26,97,1.0,7516,4
61,72,24,96,0.8913364122096645,8535,4
29,77,18,95,0.4556934625951335,7787,4
4,99,88,187,0.5959594298959723,70747,5
73,92,32,124,0.676584678795487,9127,5
44,89,27,116,0.6817453424010729,8713,5
87,74,40,114,0.6455656641134967,8774,5
42,79,33,112,0.4680835081047158,8819,5
41,99,79,178,0.5791641410959016,35918,6
70,99,69,168,0.3507338901720331,33750,6
91,75,35,110,0.5357420099923954,7857,6
86,78,31,109,0.6335119270770169,8235,6
68,79,26,105,0.5712675083848483,8042,6
65,99,68,167,0.4824821325205652,27206,7
4,99,65,164,0.5143528017226757,27539,7
28,99,60,159,0.372290551969575,26526,7
90,84,22,106,0.5215107818325884,7716,7
87,74,31,105,0.5077607008821904,7563,7
97,99,86,185,0.5832709376470239,60025,8
58,99,38,137,0.682911797366488,7944,8
93,89,34,123,0.6021050279055078,7928,8
35,81,36,117,0.4683970300929801,8211,8
60,83,31,114,0.7154460603633631,7915,8
67,99,81,180,0.3597217909847192,63350,9
16,94,28,122,0.4967935752791837,7135,9
46,89,26,115,0.4383518556011282,7289,9
96,77,29,106,0.4515637629051036,7555,9
76,66,29,95,0.3772728642086629,7727,9
69,99,77,176,0.6284222697445988,33052,10
71,99,74,173,0.492053356089739,33762,10
80,89,31,120,0.5281147714499408,20977,10
9,78,40,118,0.551676150499106,8805,10
81,80,37,117,0.4328675736179746,8753,10
92,99,76,175,0.6090758759091293,53713,11
77,86,36,122,0.6180133985108613,7754,11
30,82,38,120,0.6399238024182686,7502,11
67,80,37,117,0.6547576228115957,7551,11
73,77,39,116,0.3475279359212522,7994,11
13,99,81,180,0.4760219167699079,55715,12
78,81,24,105,0.4760849456540519,7523,12
25,73,29,102,0.489368503810825,7682,12
24,76,21,97,0.3936087393361083,7904,12
0,73,23,96,0.4967463207459126,7251,12
28,99,81,180,0.4947141972131753,49565,13
36,96,32,128,0.6708278901040099,8116,13
92,81,32,113,0.957336676507354,7762,13
51,75,33,108,0.2962542704738079,8236,13
31,73,34,107,0.8154694391100679,7778,13
2,99,81,180,0.5608168081257101,41135,14
72,99,69,168,0.30764239974424396,39487,14
76,90,28,118,0.52150357132612,7585,14
27,82,28,110,0.53373748479377,7785,14
1,77,30,107,0.6304981488953004,7632,14
64,99,76,175,0.6629884923627616,41435,15
94,84,34,118,0.8547903228025813,8030,15
19,92,25,117,0.8864471474271416,16694,15
